,field_name,form_name,field_type,field_label,parent,branching_logic
1717,treat_niv_type___CPAP,daily,binary,CPAP,treat_niv_type,[treat_niv]='1'
1718,treat_niv_type___BIPAP,daily,binary,BIPAP,treat_niv_type,[treat_niv]='1'
1719,treat_niv_type___Other,daily,binary,Other,treat_niv_type,[treat_niv]='1'
1720,treat_niv_type_oth,daily,freetext,Specify other type of non-invasive ventilation,treat,[treat_niv_type]='88'
1721,treat_imv,daily,binary,Invasive ventilation,treat,[treat_o2supp] = '1'
1722,treat_ecmo,daily,binary,ECLS / ECMO,treat,[treat_o2supp] = '1'
1723,treat_ecmo_type,daily,categorical,Type of ECLS / ECMO,treat,[treat_ecmo]='1'
1724,treat_ecmo_type___Veno-venous (VV),daily,binary,Veno-venous (VV),treat_ecmo_type,[treat_ecmo]='1'
1725,treat_ecmo_type___Veno-arterial (VA),daily,binary,Veno-arterial (VA),treat_ecmo_type,[treat_ecmo]='1'
1726,treat_prone,daily,binary,Prone positioning,treat,
1727,treat_prone_when,daily,categorical,When was the prone positioning?,treat,[treat_prone] = '1'
1728,treat_prone_when___During invasive ventilation,daily,binary,During invasive ventilation,treat_prone_when,[treat_prone] = '1'
1729,treat_prone_when___Whilst self-ventilating,daily,binary,Whilst self-ventilating,treat_prone_when,[treat_prone] = '1'
1730,treat_pao2yn,daily,categorical,PaO2 sample type,treat,
1731,treat_pao2yn___Arterial,daily,binary,Arterial,treat_pao2yn,
1732,treat_pao2yn___Capillary,daily,binary,Capillary,treat_pao2yn,
1733,treat_pao2yn___Venous,daily,binary,Venous,treat_pao2yn,
1734,treat_pao2yn___Not done,daily,binary,Not done,treat_pao2yn,
1735,treat_pao2,daily,numeric,PaO2 ,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1736,treat_pao2_units,daily,units,Select PaO2 units,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1737,treat_pao2_units___kPa,daily,binary,kPa,treat_pao2_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1738,treat_pao2_units___mmHg,daily,binary,mmHg,treat_pao2_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1739,treat_highfio,daily,numeric,FiO2 at time of PaO2 ,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1740,treat_highfio_units,daily,units,Select FiO2 at time of PaO2 units,treat,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1741,"treat_highfio_units___Fraction, 0.21-1.0",daily,binary,"Fraction, 0.21-1.0",treat_highfio_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1742,"treat_highfio_units___%, 21-100",daily,binary,"%, 21-100",treat_highfio_units,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3'
1743,treat_o2supp_oth,daily,binary,Other respiratory support intervention(s) or procedure(s),treat,
1744,treat_o2supp_oth_spec,daily,freetext,Please specify other respiratory support intervention(s) or procedure(s),treat,[treat_o2supp_oth] = '1'
1745,critd,daily,section,ADVANCED CARE INTERVENTIONS,,
1746,critd_critcare,daily,binary,Were advanced care (including acute organ support and critical care) therapeutic interventions administered on this date?,critd,
1747,critd_icu,daily,binary,ICU / ITU / HDU / Intermediate Care Unit admission,critd,[critd_critcare]='1'
1748,critd_neuromusc,daily,binary,Neuromuscular blocking agents,critd,[critd_critcare]='1'
1749,critd_nitricoxide,daily,binary,Inhaled nitric oxide,critd,[critd_critcare]='1'
1750,critd_tracheostmy,daily,binary,Tracheostomy inserted,critd,[critd_critcare]='1'
1751,critd_rtt,daily,binary,Renal replacement therapy (RRT) or dialysis / hemofiltration,critd,[critd_critcare]='1'
1752,critd_rtt_typ,daily,categorical,Type of renal replacement therapy (RRT) or dialysis / hemofiltration,critd,[critd_rtt]='1'
1753,critd_rtt_typ___Intermittent,daily,binary,Intermittent,critd_rtt_typ,[critd_rtt]='1'
1754,critd_rtt_typ___Continuous,daily,binary,Continuous,critd_rtt_typ,[critd_rtt]='1'
1755,critd_vasopress,daily,binary,Any vasopressor / inotropic support,critd,[critd_critcare]='1'
1756,labs,daily,section,LABORATORY RESULTS,,
1757,labs_dailydata,daily,binary,Enter Laboratory Results data for this date?,labs,
1758,labs_fbc,daily,freetext,Full blood count,labs,[labs_dailydata]='1'
1759,labs_haemo,daily,numeric,Haemoglobin ,labs,[labs_dailydata]='1'
1760,labs_haemo_units,daily,units,Select Haemoglobin units,labs,[labs_dailydata]='1'
1761,labs_haemo_units___g/dL,daily,binary,g/dL,labs_haemo_units,[labs_dailydata]='1'
1762,labs_haemo_units___g/L,daily,binary,g/L,labs_haemo_units,[labs_dailydata]='1'
1763,labs_wbccount,daily,numeric,White blood cell / WBC count (10^9/L),labs,[labs_dailydata]='1'
1764,labs_neutrophil,daily,numeric,Neutrophils ,labs,[labs_dailydata]='1'
1765,labs_neutrophil_units,daily,units,Select Neutrophils units,labs,[labs_dailydata]='1'
1766,labs_neutrophil_units___10^9/L,daily,binary,10^9/L,labs_neutrophil_units,[labs_dailydata]='1'
1767,labs_neutrophil_units___%,daily,binary,%,labs_neutrophil_units,[labs_dailydata]='1'
1768,labs_lymphocyte,daily,numeric,Lymphocytes ,labs,[labs_dailydata]='1'
1769,labs_lymphocyte_units,daily,units,Select Lymphocytes units,labs,[labs_dailydata]='1'
1770,labs_lymphocyte_units___10^9/L,daily,binary,10^9/L,labs_lymphocyte_units,[labs_dailydata]='1'
1771,labs_lymphocyte_units___%,daily,binary,%,labs_lymphocyte_units,[labs_dailydata]='1'
1772,labs_eosinophil,daily,numeric,Eosinophils ,labs,[labs_dailydata]='1'
1773,labs_eosinophil_units,daily,units,Select Eosinophils units,labs,[labs_dailydata]='1'
1774,labs_eosinophil_units___10^9/L,daily,binary,10^9/L,labs_eosinophil_units,[labs_dailydata]='1'
1775,labs_eosinophil_units___%,daily,binary,%,labs_eosinophil_units,[labs_dailydata]='1'
1776,labs_hematocrit,daily,numeric,Haematocrit ,labs,[labs_dailydata]='1'
1777,labs_hematocrit_units,daily,units,Select Haematocrit units,labs,[labs_dailydata]='1'
1778,labs_hematocrit_units___%,daily,binary,%,labs_hematocrit_units,[labs_dailydata]='1'
1779,labs_hematocrit_units___L/L,daily,binary,L/L,labs_hematocrit_units,[labs_dailydata]='1'
1780,labs_platelets,daily,numeric,Platelets ,labs,[labs_dailydata]='1'
1781,labs_platelets_units,daily,units,Select Platelets units,labs,[labs_dailydata]='1'
1782,labs_platelets_units___10^9/L,daily,binary,10^9/L,labs_platelets_units,[labs_dailydata]='1'
1783,labs_platelets_units___10^3/µL,daily,binary,10^3/µL,labs_platelets_units,[labs_dailydata]='1'
1784,labs_coag,daily,freetext,Coagulation profile,labs,[labs_dailydata]='1'
1785,labs_tqinr,daily,numeric,International Normalized Ratio / INR,labs,[labs_dailydata]='1'
1786,labs_liver,daily,freetext,Liver profile,labs,[labs_dailydata]='1'
1787,labs_bilirubin,daily,numeric,Total bilirubin ,labs,[labs_dailydata]='1'
1788,labs_bilirubin_units,daily,units,Select Total bilirubin units,labs,[labs_dailydata]='1'
1789,labs_bilirubin_units___µmol/L,daily,binary,µmol/L,labs_bilirubin_units,[labs_dailydata]='1'
1790,labs_bilirubin_units___mg/dL,daily,binary,mg/dL,labs_bilirubin_units,[labs_dailydata]='1'
1791,labs_altsgpt,daily,numeric,Alanine aminotransferase / ALT / SGPT (U/L),labs,[labs_dailydata]='1'
1792,labs_alp,daily,numeric,Alkaline phosphatase / ALP (IU/L),labs,[labs_dailydata]='1'
1793,labs_astsgot,daily,numeric,Aspartate aminotransferase / AST / SGOT (U/L),labs,[labs_dailydata]='1'
1794,labs_ggt,daily,numeric,Gamma Glutamyl Transferase / GGT (U/L),labs,[labs_dailydata]='1'
1795,labs_albumin,daily,numeric,Albumin ,labs,[labs_dailydata]='1'
1796,labs_albumin_units,daily,units,Select Albumin units,labs,[labs_dailydata]='1'
1797,labs_albumin_units___g/L,daily,binary,g/L,labs_albumin_units,[labs_dailydata]='1'
1798,labs_albumin_units___mmol/L,daily,binary,mmol/L,labs_albumin_units,[labs_dailydata]='1'
1799,labs_bloodglucose,daily,freetext,Blood glucose,labs,[labs_dailydata]='1'
1800,labs_glucose,daily,numeric,Random blood glucose ,labs,[labs_dailydata]='1'
1801,labs_glucose_units,daily,units,Select Random blood glucose units,labs,[labs_dailydata]='1'
1802,labs_glucose_units___mmol/L,daily,binary,mmol/L,labs_glucose_units,[labs_dailydata]='1'
1803,labs_glucose_units___mg/dL,daily,binary,mg/dL,labs_glucose_units,[labs_dailydata]='1'
1804,labs_glucose_units___g/L,daily,binary,g/L,labs_glucose_units,[labs_dailydata]='1'
1805,labs_hba1c,daily,numeric,HbA1C (%),labs,[labs_dailydata]='1'
1806,labs_renal,daily,freetext,Renal and electrolyte profile,labs,[labs_dailydata]='1'
1807,labs_ureanitro,daily,numeric,Blood Urea Nitrogen / BUN ,labs,[labs_dailydata]='1'
1808,labs_ureanitro_units,daily,units,Select Blood Urea Nitrogen / BUN units,labs,[labs_dailydata]='1'
1809,labs_ureanitro_units___mmol/L,daily,binary,mmol/L,labs_ureanitro_units,[labs_dailydata]='1'
1810,labs_ureanitro_units___mg/dL,daily,binary,mg/dL,labs_ureanitro_units,[labs_dailydata]='1'
1811,labs_creatinine,daily,numeric,Creatinine ,labs,[labs_dailydata]='1'
1812,labs_creatinine_units,daily,units,Select Creatinine units,labs,[labs_dailydata]='1'
1813,labs_creatinine_units___µmol/L,daily,binary,µmol/L,labs_creatinine_units,[labs_dailydata]='1'
1814,labs_creatinine_units___mg/dL,daily,binary,mg/dL,labs_creatinine_units,[labs_dailydata]='1'
1815,labs_sodium,daily,numeric,Sodium (mmol/L or mEq/L),labs,[labs_dailydata]='1'
1816,labs_potassium,daily,numeric,Potassium (mmol/L or mEq/L),labs,[labs_dailydata]='1'
1817,labs_creatineki,daily,numeric,Creatine kinase (U/L),labs,[labs_dailydata]='1'
1818,labs_ldh,daily,numeric,Lactate dehydrogenase / LDH (U/L),labs,[labs_dailydata]='1'
1819,labs_glomerular,daily,numeric,Estimated glomerular filtration rate / eGFR (mL/min/1.73m^2),labs,[labs_dailydata]='1'
1820,labs_calcium,daily,numeric,Calcium ,labs,[labs_dailydata]='1'
1821,labs_calcium_units,daily,units,Select Calcium units,labs,[labs_dailydata]='1'
1822,labs_calcium_units___mmol/L,daily,binary,mmol/L,labs_calcium_units,[labs_dailydata]='1'
1823,labs_calcium_units___mEq/L,daily,binary,mEq/L,labs_calcium_units,[labs_dailydata]='1'
1824,labs_calcium_units___mg/dL,daily,binary,mg/dL,labs_calcium_units,[labs_dailydata]='1'
1825,labs_inflammatory,daily,freetext,Inflammatory markers,labs,[labs_dailydata]='1'
1826,labs_crp,daily,numeric,C-reactive protein / CRP ,labs,[labs_dailydata]='1'
1827,labs_crp_units,daily,units,Select C-reactive protein / CRP units,labs,[labs_dailydata]='1'
1828,labs_crp_units___mg/L,daily,binary,mg/L,labs_crp_units,[labs_dailydata]='1'
1829,labs_crp_units___mg/dL,daily,binary,mg/dL,labs_crp_units,[labs_dailydata]='1'
1830,labs_esr,daily,numeric,Erythrocyte sedimentation rate / ESR (mm/h),labs,[labs_dailydata]='1'
1831,labs_bloodgas,daily,freetext,Blood gas testing,labs,[labs_dailydata]='1'
1832,labs_bloodgas_type,daily,categorical,Blood gas specimen type,labs,[labs_dailydata]='1'
1833,labs_bloodgas_type___Arterial,daily,binary,Arterial,labs_bloodgas_type,[labs_dailydata]='1'
1834,labs_bloodgas_type___Capillary,daily,binary,Capillary,labs_bloodgas_type,[labs_dailydata]='1'
1835,labs_bloodgas_type___Venous,daily,binary,Venous,labs_bloodgas_type,[labs_dailydata]='1'
1836,labs_lactate,daily,numeric,Lactate ,labs,[labs_dailydata]='1'
1837,labs_lactate_units,daily,units,Select Lactate units,labs,[labs_dailydata]='1'
1838,labs_lactate_units___mmol/L,daily,binary,mmol/L,labs_lactate_units,[labs_dailydata]='1'
1839,labs_lactate_units___mg/dL,daily,binary,mg/dL,labs_lactate_units,[labs_dailydata]='1'
1840,labs_other,daily,freetext,Other blood testing,labs,[labs_dailydata]='1'
1841,labs_cd4,daily,numeric,CD4 cell count ,labs,[labs_dailydata]='1'
1842,labs_cd4_units,daily,units,Select CD4 cell count units,labs,[labs_dailydata]='1'
1843,labs_cd4_units___cells/mm3,daily,binary,cells/mm3,labs_cd4_units,[labs_dailydata]='1'
1844,labs_cd4_units___10^6 cells/L,daily,binary,10^6 cells/L,labs_cd4_units,[labs_dailydata]='1'
1845,labs_cd4_units___cells/µL,daily,binary,cells/µL,labs_cd4_units,[labs_dailydata]='1'
1846,labs_preg,daily,categorical,Pregnancy test,labs,[labs_dailydata]='1' and [demog_sex]='2'
1847,labs_preg___Positive,daily,binary,Positive,labs_preg,[labs_dailydata]='1' and [demog_sex]='2'
1848,labs_preg___Negative,daily,binary,Negative,labs_preg,[labs_dailydata]='1' and [demog_sex]='2'
1849,labs_protein,daily,numeric,Total protein / TP ,labs,[labs_dailydata]='1'
1850,labs_protein_units,daily,units,Select Total protein / TP units,labs,[labs_dailydata]='1'
1851,labs_protein_units___g/dL,daily,binary,g/dL,labs_protein_units,[labs_dailydata]='1'
1852,labs_protein_units___g/L,daily,binary,g/L,labs_protein_units,[labs_dailydata]='1'
1853,imagi,daily,section,IMAGING,,
1854,imagi_dailydata,daily,binary,Enter Imaging data for this date?,imagi,
1855,imagi_xray,daily,binary,Chest X-ray performed,imagi,[imagi_dailydata]='1'
1856,imagi_xray_result,daily,categorical,Chest X-ray findings associated with this illness.,imagi,[imagi_xray] = '1'
1857,imagi_xray_result___Normal or no acute change,daily,binary,Normal or no acute change,imagi_xray_result,[imagi_xray] = '1'
1858,imagi_xray_result___Abnormal or acute change,daily,binary,Abnormal or acute change,imagi_xray_result,[imagi_xray] = '1'
1859,medi,medication,section,MEDICATION,,
1860,medi_medtype,medication,categorical,Select agents administered while hospitalised or at discharge (one form per medication),medi,
1861,medi_medtype___Analgesic,medication,binary,Analgesic,medi_medtype,
1862,medi_medtype___Antibiotic,medication,binary,Antibiotic,medi_medtype,
1863,medi_medtype___Antifungal,medication,binary,Antifungal,medi_medtype,
1864,medi_medtype___Antipruritic,medication,binary,Antipruritic,medi_medtype,
1865,medi_medtype___Antiviral,medication,binary,Antiviral,medi_medtype,
1866,medi_medtype___Corticosteroid,medication,binary,Corticosteroid,medi_medtype,
1867,medi_medtype___Topical antibiotic,medication,binary,Topical antibiotic,medi_medtype,
1868,medi_medtype___Other,medication,binary,Other,medi_medtype,
1869,medi_medtype_otherl2,medication,categorical,Select other agents administered while hospitalised or at discharge,medi,[medi_medtype]='88'
1870,medi_medtype_otherl2___Anticoagulant,medication,binary,Anticoagulant,medi_medtype_otherl2,[medi_medtype]='88'
1871,medi_medtype_otherl2___Antihistamine,medication,binary,Antihistamine,medi_medtype_otherl2,[medi_medtype]='88'
1872,medi_medtype_otherl2___Antiprotozoal,medication,binary,Antiprotozoal,medi_medtype_otherl2,[medi_medtype]='88'
1873,medi_medtype_otherl2___Convalescent plasma,medication,binary,Convalescent plasma,medi_medtype_otherl2,[medi_medtype]='88'
1874,medi_medtype_otherl2___Diuretics,medication,binary,Diuretics,medi_medtype_otherl2,[medi_medtype]='88'
1875,medi_medtype_otherl2___Immunomodulator,medication,binary,Immunomodulator,medi_medtype_otherl2,[medi_medtype]='88'
1876,medi_medtype_otherl2___Immunosuppressive drugs (non-steroid),medication,binary,Immunosuppressive drugs (non-steroid),medi_medtype_otherl2,[medi_medtype]='88'
1877,medi_medtype_otherl2___Inotropes / vasopressor,medication,binary,Inotropes / vasopressor,medi_medtype_otherl2,[medi_medtype]='88'
1878,medi_medtype_otherl2___Intravenous immunoglobulin,medication,binary,Intravenous immunoglobulin,medi_medtype_otherl2,[medi_medtype]='88'
1879,medi_medtype_otherl2___Other,medication,binary,Other,medi_medtype_otherl2,[medi_medtype]='88'
1880,medi_medtype_otherl3,medication,freetext,Specify other agents administered while hospitalised or at discharge,medi,[medi_medtype_otherl2]='88'
1881,medi_treat,medication,binary,Is this medication treating the disease?,medi,
1882,medi_antiviralagent,medication,categorical,Antiviral,medi,[medi_medtype] = '8'
1883,medi_antiviralagent___Brincidofovir,medication,binary,Brincidofovir,medi_antiviralagent,[medi_medtype] = '8'
1884,medi_antiviralagent___Cidofovir (Vistide),medication,binary,Cidofovir (Vistide),medi_antiviralagent,[medi_medtype] = '8'
1885,medi_antiviralagent___Tecovirimat,medication,binary,Tecovirimat,medi_antiviralagent,[medi_medtype] = '8'
1886,medi_antiviralagent___Other,medication,binary,Other,medi_antiviralagent,[medi_medtype] = '8'
1887,medi_antiviralagent_otherl2,medication,categorical,Select Antiviral,medi,[medi_antiviralagent]='88'
1888,"medi_antiviralagent_otherl2___Aciclovir (Acyclovir, Zovirax)",medication,binary,"Aciclovir (Acyclovir, Zovirax)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1889,"medi_antiviralagent_otherl2___Amantadine (Gocovri, Osmolex ER, Symmetrel)",medication,binary,"Amantadine (Gocovri, Osmolex ER, Symmetrel)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1890,medi_antiviralagent_otherl2___Atazanavir (Reyataz),medication,binary,Atazanavir (Reyataz),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1891,medi_antiviralagent_otherl2___Baloxavir marboxil (Xofluza)â,medication,binary,Baloxavir marboxil (Xofluza)â,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1892,medi_antiviralagent_otherl2___Bulevirtide (Hepcludex),medication,binary,Bulevirtide (Hepcludex),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1893,medi_antiviralagent_otherl2___Darunavir (Prezista),medication,binary,Darunavir (Prezista),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1894,medi_antiviralagent_otherl2___Dolutegravir (Tivicay),medication,binary,Dolutegravir (Tivicay),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1895,medi_antiviralagent_otherl2___Efavirenz (Sustiva),medication,binary,Efavirenz (Sustiva),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1896,medi_antiviralagent_otherl2___Emtricitabine (Emtriva),medication,binary,Emtricitabine (Emtriva),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1897,medi_antiviralagent_otherl2___Famciclovir (Famvir),medication,binary,Famciclovir (Famvir),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1898,medi_antiviralagent_otherl2___Favipiravir (Avigan),medication,binary,Favipiravir (Avigan),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1899,medi_antiviralagent_otherl2___Fluoxetine,medication,binary,Fluoxetine,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1900,medi_antiviralagent_otherl2___Ganciclovir (Cytovene),medication,binary,Ganciclovir (Cytovene),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1901,"medi_antiviralagent_otherl2___Lamivudine (Epivir, 3TC)",medication,binary,"Lamivudine (Epivir, 3TC)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1902,medi_antiviralagent_otherl2___Laninamivir,medication,binary,Laninamivir,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1903,medi_antiviralagent_otherl2___Lopinavir/Ritonavir (Kaletra),medication,binary,Lopinavir/Ritonavir (Kaletra),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1904,medi_antiviralagent_otherl2___Molnupiravir (Lagevrio),medication,binary,Molnupiravir (Lagevrio),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1905,medi_antiviralagent_otherl2___Nirmatrelvir/Retonavir (Paxlovid),medication,binary,Nirmatrelvir/Retonavir (Paxlovid),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1906,medi_antiviralagent_otherl2___Oseltamivir (Tamiflu),medication,binary,Oseltamivir (Tamiflu),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1907,medi_antiviralagent_otherl2___Penciclovir (Denavir),medication,binary,Penciclovir (Denavir),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1908,medi_antiviralagent_otherl2___Pleconaril,medication,binary,Pleconaril,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1909,medi_antiviralagent_otherl2___Pocapavir,medication,binary,Pocapavir,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
1910,medi_antiviralagent_otherl2___Remdesivir (Veklury),medication,binary,Remdesivir (Veklury),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
